scenario,r,eta,insu,v,proba,Keq,Kopt,K1,Weq,Wopt,W1,Weq_rel,Wopt_rel,W1_rel
1799,0.12,0.5,0.5,0.5,0.11,57.93966818,53.23215103,60.38936713,23.65869811,23.63412971,23.51436711,0.92256835,0.923577667,0.917696309
1800,0.12,0.5,0.5,0.5,0.12,55.65423584,51.16985703,60.38936713,23.3747785,23.35091508,23.16288569,0.911496936,0.912510168,0.903979027
1801,0.12,1.5,0,0.125,0,99.32467604,99.32467604,86.2142601,27.81090916,27.81090916,27.38066273,1.084483367,1.099484105,1.068586409
1802,0.12,1.5,0,0.125,0.001,99.17705917,98.96895576,86.2142601,27.79850281,27.79848443,27.3718757,1.083999583,1.098992903,1.068243477
1803,0.12,1.5,0,0.125,0.002,99.02981377,98.61934686,86.2142601,27.78611488,27.78604311,27.36308866,1.083516517,1.098501044,1.067900545
1804,0.12,1.5,0,0.125,0.003,98.88293791,98.27562332,86.2142601,27.77374534,27.77358764,27.35430163,1.083034168,1.098008626,1.067557613
1805,0.12,1.5,0,0.125,0.004,98.73643506,97.93756008,86.2142601,27.76139413,27.76112027,27.34551459,1.082552534,1.097515738,1.067214681
1806,0.12,1.5,0,0.125,0.005,98.59029865,97.60494614,86.2142601,27.74906122,27.74864308,27.33672756,1.082071613,1.097022461,1.066871749
1807,0.12,1.5,0,0.125,0.006,98.44453335,97.27758741,86.2142601,27.73674654,27.73615798,27.32794052,1.081591404,1.096528872,1.066528817
1808,0.12,1.5,0,0.125,0.007,98.29912573,96.95529938,86.2142601,27.72445007,27.72366677,27.31915348,1.081111904,1.096035041,1.066185885
1809,0.12,1.5,0,0.125,0.008,98.15409136,96.63790512,86.2142601,27.71217175,27.71117111,27.31036645,1.080633112,1.095541034,1.065842953
1810,0.12,1.5,0,0.125,0.009,98.00941563,96.32524492,86.2142601,27.69991153,27.69867255,27.30157941,1.080155026,1.095046912,1.065500021
1811,0.12,1.5,0,0.125,0.01,97.86510563,96.01715946,86.2142601,27.68766938,27.68617251,27.29279238,1.079677645,1.094552732,1.065157089
1812,0.12,1.5,0,0.125,0.011,97.7211532,95.71350193,86.2142601,27.67544524,27.67367235,27.28400534,1.079200966,1.094058547,1.064814157
1813,0.12,1.5,0,0.125,0.012,97.57756233,95.41412449,86.2142601,27.66323907,27.66117328,27.27521831,1.078724988,1.093564406,1.064471225
1814,0.12,1.5,0,0.125,0.013,97.43432903,95.11890316,86.2142601,27.65105083,27.64867649,27.26643127,1.078249709,1.093070354,1.064128293
1815,0.12,1.5,0,0.125,0.014,97.2914505,94.82770538,86.2142601,27.63888048,27.63618305,27.25764424,1.077775127,1.092576435,1.063785361
1816,0.12,1.5,0,0.125,0.015,97.1489315,94.54041493,86.2142601,27.62672796,27.62369399,27.2488572,1.077301241,1.092082689,1.063442429
1817,0.12,1.5,0,0.125,0.02,96.44162749,93.15867043,86.2142601,27.56623136,27.56134528,27.20492202,1.074942183,1.089617778,1.061727768
1818,0.12,1.5,0,0.125,0.025,95.74302679,91.85931778,86.2142601,27.50617411,27.49922473,27.16098685,1.072600257,1.087161888,1.060013108
1819,0.12,1.5,0,0.125,0.03,95.05298823,90.63223815,86.2142601,27.4465508,27.43740336,27.11705167,1.070275252,1.084717824,1.058298448
1820,0.12,1.5,0,0.125,0.035,94.37136507,89.46916103,86.2142601,27.38735612,27.37593272,27.07311649,1.067966962,1.082287627,1.056583788
1821,0.12,1.5,0,0.125,0.04,93.69800472,88.36323261,86.2142601,27.32858487,27.31485032,27.02918131,1.065675184,1.079872779,1.054869127
1822,0.12,1.5,0,0.125,0.045,93.03277206,87.30870795,86.2142601,27.27023192,27.2541833,26.98524614,1.063399717,1.077474353,1.053154467
1823,0.12,1.5,0,0.125,0.05,92.3755331,86.30070496,86.2142601,27.21229224,27.19395104,26.94131096,1.061140365,1.075093114,1.051439807
1824,0.12,1.5,0,0.125,0.06,91.08448136,84.40811157,86.2142601,27.09763295,27.07484034,26.8534406,1.056669239,1.070384159,1.048010487
1825,0.12,1.5,0,0.125,0.07,89.82380676,82.65823746,86.2142601,26.98456838,26.95757853,26.76557025,1.052260298,1.065748298,1.044581166
1826,0.12,1.5,0,0.125,0.08,88.59250653,81.03017521,86.2142601,26.87306119,26.84218155,26.67769989,1.047912088,1.061186163,1.041151846
1827,0.12,1.5,0,0.125,0.09,87.38963414,79.50750345,86.2142601,26.76307526,26.72863877,26.58982954,1.043623198,1.056697331,1.037722525
1828,0.12,1.5,0,0.125,0.1,86.2142601,78.07702684,86.2142601,26.65457565,26.61692309,26.50195918,1.039392268,1.052280733,1.034293205
1829,0.12,1.5,0,0.125,0.11,85.0655117,76.72798729,86.2142601,26.54752852,26.50699772,26.41408883,1.035217977,1.047934913,1.030863884
1830,0.12,1.5,0,0.125,0.12,83.94254303,75.45147708,86.2142601,26.44190113,26.39882016,26.32621847,1.031099048,1.043658191,1.027434564
1831,0.12,1.5,0,0.2,0,99.32467604,99.32467604,79.69276452,27.81090916,27.81090916,27.38066273,1.084483367,1.099484105,1.068586409
1832,0.12,1.5,0,0.2,0.001,99.08866692,97.88231087,79.69276452,27.79106785,27.79044568,27.36660348,1.083709657,1.098675096,1.068037718
1833,0.12,1.5,0,0.2,0.002,98.85361004,96.61085081,79.69276452,27.77127363,27.76910143,27.35254422,1.082937784,1.097831267,1.067489027
1834,0.12,1.5,0,0.2,0.003,98.61949921,95.46719313,79.69276452,27.75152634,27.74719447,27.33848496,1.08216774,1.096965191,1.066940335
1835,0.12,1.5,0,0.2,0.004,98.38632584,94.42356491,79.69276452,27.73182577,27.72491911,27.32442571,1.081399519,1.096084551,1.066391644
1836,0.12,1.5,0,0.2,0.005,98.15408993,93.46086885,79.69276452,27.71217175,27.70240205,27.31036645,1.080633112,1.095194355,1.065842953
1837,0.12,1.5,0,0.2,0.006,97.92278671,92.56529999,79.69276452,27.69256407,27.6797298,27.29630719,1.079868513,1.094298024,1.065294262
1838,0.12,1.5,0,0.2,0.007,97.69240671,91.72652435,79.69276452,27.67300257,27.65696359,27.28224793,1.079105714,1.093397979,1.06474557
1839,0.12,1.5,0,0.2,0.008,97.4629488,90.93656826,79.69276452,27.65348705,27.63414797,27.26818868,1.078344709,1.09249598,1.064196879
1840,0.12,1.5,0,0.2,0.009,97.23440456,90.18911746,79.69276452,27.63401733,27.61131595,27.25412942,1.077585489,1.091593333,1.063648188
1841,0.12,1.5,0,0.2,0.01,97.00676721,89.47909522,79.69276452,27.61459323,27.58849253,27.24007016,1.076828048,1.090691025,1.063099497
1842,0.12,1.5,0,0.2,0.011,96.78003597,88.80233003,79.69276452,27.59521456,27.56569679,27.22601091,1.07607238,1.089789812,1.062550805
1843,0.12,1.5,0,0.2,0.012,96.55420732,88.15536928,79.69276452,27.57588115,27.54294358,27.21195165,1.075318475,1.088890281,1.062002114
1844,0.12,1.5,0,0.2,0.013,96.32926941,87.53528404,79.69276452,27.55659282,27.52024433,27.19789239,1.074566329,1.087992882,1.061453423
1845,0.12,1.5,0,0.2,0.014,96.10522038,86.93960381,79.69276452,27.53734939,27.49760814,27.18383314,1.073815933,1.087097977,1.060904731
1846,0.12,1.5,0,0.2,0.015,95.88205904,86.36618805,79.69276452,27.51815067,27.47504203,27.16977388,1.073067282,1.086205842,1.06035604
1847,0.12,1.5,0,0.2,0.02,94.77933882,83.77598929,79.69276452,27.42282178,27.36342138,27.0994776,1.069349942,1.081793001,1.057612584
1848,0.12,1.5,0,0.2,0.025,93.69800186,81.54188919,79.69276452,27.32858487,27.25402243,27.02918131,1.065675184,1.077467992,1.054869127
1849,0.12,1.5,0,0.2,0.03,92.63747883,79.56900024,79.69276452,27.23541884,27.14692582,26.95888503,1.062042184,1.073234006,1.052125671
1850,0.12,1.5,0,0.2,0.035,91.59719847,77.79743767,79.69276452,27.14330316,27.04209694,26.88858874,1.058450144,1.069089672,1.049382215
1851,0.12,1.5,0,0.2,0.04,90.57662439,76.18664742,79.69276452,27.05221787,26.9394564,26.81829246,1.054898283,1.065031853,1.046638758
1852,0.12,1.5,0,0.2,0.045,89.5752275,74.70771909,79.69276452,26.96214352,26.83890884,26.74799618,1.051385843,1.061056778,1.043895302
1853,0.12,1.5,0,0.2,0.05,88.59250641,73.33923388,79.69276452,26.87306119,26.74035581,26.67769989,1.047912088,1.057160556,1.041151846
1854,0.12,1.5,0,0.2,0.06,86.6811657,70.8716507,79.69276452,26.69779933,26.54885358,26.53710733,1.04107777,1.049589654,1.035664933
1855,0.12,1.5,0,0.2,0.07,84.8388803,68.68990517,79.69276452,26.52629049,26.36424309,26.39651476,1.034389802,1.042291212,1.03017802
1856,0.12,1.5,0,0.2,0.08,83.06218433,66.73219872,79.69276452,26.35840008,26.18590858,26.25592219,1.027842934,1.035240887,1.024691107
1857,0.12,1.5,0,0.2,0.09,81.34782588,64.95547295,79.69276452,26.1940002,26.01331932,26.11532962,1.021432178,1.028417696,1.019204195
1858,0.12,1.5,0,0.2,0.1,79.69276452,63.32839584,79.69276452,26.03296925,25.84601731,25.97473705,1.015152794,1.021803532,1.013717282
1859,0.12,1.5,0,0.2,0.11,78.09414101,61.82737732,79.69276452,25.87519152,25.68360505,25.83414449,1.009000269,1.015382681,1.008230369
1860,0.12,1.5,0,0.2,0.12,76.54927814,60.43417165,79.69276452,25.72055685,25.52573533,25.69355192,1.002970307,1.009141417,1.002743456
1861,0.12,1.5,0,0.25,0,99.32467604,99.32467604,75.7962122,27.81090916,27.81090916,27.38066273,1.084483367,1.099484105,1.068586409
1862,0.12,1.5,0,0.25,0.001,99.02981138,94.52350044,75.7962122,27.78611488,27.77725489,27.36308866,1.083516517,1.098153608,1.067900545
1863,0.12,1.5,0,0.25,0.002,98.73643303,91.8605814,75.7962122,27.76139413,27.74036333,27.34551459,1.082552534,1.096695127,1.067214681
1864,0.12,1.5,0,0.25,0.003,98.44453239,89.87214667,75.7962122,27.73674654,27.70354438,27.32794052,1.081591404,1.095239517,1.066528817
1865,0.12,1.5,0,0.25,0.004,98.15409136,88.2456212,75.7962122,27.71217175,27.66720984,27.31036645,1.080633112,1.093803057,1.065842953
1866,0.12,1.5,0,0.25,0.005,97.86510563,86.85183144,75.7962122,27.68766938,27.63144101,27.29279238,1.079677645,1.092388962,1.065157089
1867,0.12,1.5,0,0.25,0.006,97.57756233,85.6229558,75.7962122,27.66323907,27.59623935,27.27521831,1.078724988,1.09099729,1.064471225
1868,0.12,1.5,0,0.25,0.007,97.2914505,84.51834106,75.7962122,27.63888048,27.56158325,27.25764424,1.077775127,1.089627186,1.063785361
1869,0.12,1.5,0,0.25,0.008,97.00676727,83.51141167,75.7962122,27.61459323,27.52744455,27.24007016,1.076828048,1.088277538,1.063099497
1870,0.12,1.5,0,0.25,0.009,96.7234955,82.58371162,75.7962122,27.59037698,27.49379449,27.22249609,1.075883738,1.086947207,1.062413632
1871,0.12,1.5,0,0.25,0.01,96.44162774,81.72182417,75.7962122,27.56623136,27.46060564,27.20492202,1.074942183,1.08563511,1.061727768
1872,0.12,1.5,0,0.25,0.011,96.16115189,80.91566086,75.7962122,27.54215605,27.4278528,27.18734795,1.074003368,1.08434025,1.061041904
1873,0.12,1.5,0,0.25,0.012,95.88205767,80.15740252,75.7962122,27.51815067,27.39551278,27.16977388,1.073067282,1.083061711,1.06035604
1874,0.12,1.5,0,0.25,0.013,95.60434365,79.44086409,75.7962122,27.4942149,27.36356463,27.15219981,1.072133909,1.081798664,1.059670176
1875,0.12,1.5,0,0.25,0.014,95.32798725,78.76104951,75.7962122,27.47034839,27.33198924,27.13462574,1.071203237,1.080550354,1.058984312
1876,0.12,1.5,0,0.25,0.015,95.05298817,78.11385298,75.7962122,27.4465508,27.30076909,27.11705167,1.070275252,1.079316088,1.058298448
1877,0.12,1.5,0,0.25,0.02,93.69800186,75.26450539,75.7962122,27.32858487,27.14948522,27.02918131,1.065675184,1.07333519,1.054869127
1878,0.12,1.5,0,0.25,0.025,92.3755343,72.88464022,75.7962122,27.21229224,27.0051693,26.94131096,1.061140365,1.067629765,1.051439807
1879,0.12,1.5,0,0.25,0.03,91.08447838,70.82917404,75.7962122,27.09763295,26.86673477,26.8534406,1.056669239,1.062156856,1.048010487
1880,0.12,1.5,0,0.25,0.035,89.82380676,69.01359951,75.7962122,26.98456838,26.73339091,26.76557025,1.052260298,1.056885203,1.044581166
1881,0.12,1.5,0,0.25,0.04,88.59250641,67.38383675,75.7962122,26.87306119,26.60453595,26.67769989,1.047912088,1.051791016,1.041151846
1882,0.12,1.5,0,0.25,0.045,87.38963412,65.90291548,75.7962122,26.76307526,26.47969541,26.58982954,1.043623198,1.046855536,1.037722525
1883,0.12,1.5,0,0.25,0.05,86.21426034,64.54433054,75.7962122,26.65457565,26.35848562,26.50195918,1.039392268,1.042063595,1.034293205
1884,0.12,1.5,0,0.25,0.06,83.94254303,62.11980987,75.7962122,26.44190113,26.12573886,26.32621847,1.031099048,1.032862121,1.027434564
1885,0.12,1.5,0,0.25,0.07,81.77074337,59.99992372,75.7962122,26.23477968,25.90429639,26.15047776,1.02302237,1.024107553,1.020575923
1886,0.12,1.5,0,0.25,0.08,79.69276452,58.11445999,75.7962122,26.03296925,25.69267197,25.97473705,1.015152794,1.015741135,1.013717282
1887,0.12,1.5,0,0.25,0.09,77.70298362,56.41568005,75.7962122,25.83624238,25.48971521,25.79899634,1.007481451,1.007717388,1.006858641
1888,0.12,1.5,0,0.25,0.1,75.7962122,54.86948395,75.7962122,25.64438516,25.2945077,25.62325563,1,1,1
1889,0.12,1.5,0,0.25,0.11,73.96763992,53.45060349,75.7962122,25.45719616,25.10629945,25.44751492,0.992700585,0.992559324,0.993141359
1890,0.12,1.5,0,0.25,0.12,72.21281624,52.13972473,75.7962122,25.27448551,24.92446544,25.27177421,0.985575804,0.985370648,0.986282718
1891,0.12,1.5,0,0.5,0,99.32467604,99.32467604,53.107362,27.81090916,27.81090916,27.38066273,1.084483367,1.099484105,1.068586409
1892,0.12,1.5,0,0.5,0.001,53.107362,51.07818419,53.107362,26.52712732,26.3890566,27.34551459,1.034422434,1.043272197,1.067214681
1893,0.12,1.5,0,0.5,0.002,53.107362,49.98284143,53.107362,26.50057364,26.28509704,27.31036645,1.033386976,1.039162231,1.065842953
1894,0.12,1.5,0,0.5,0.003,53.107362,49.11103368,53.107362,26.47401996,26.19579996,27.27521831,1.032351518,1.035631935,1.064471225
1895,0.12,1.5,0,0.5,0.004,53.107362,48.36539745,53.107362,26.44746628,26.1149318,27.24007016,1.03131606,1.032434871,1.063099497
1896,0.12,1.5,0,0.5,0.005,53.107362,47.70489883,53.107362,26.4209126,26.03986308,27.20492202,1.030280603,1.029467084,1.061727768
1897,0.12,1.5,0,0.5,0.006,53.107362,47.10726357,53.107362,26.39435892,25.96916119,27.16977388,1.029245145,1.026671936,1.06035604
1898,0.12,1.5,0,0.5,0.007,53.107362,46.55868101,53.107362,26.36780523,25.90193318,27.13462574,1.028209687,1.024014126,1.058984312
1899,0.12,1.5,0,0.5,0.008,53.107362,46.0498426,53.107362,26.34125155,25.83757347,27.0994776,1.027174229,1.021469711,1.057612584
1900,0.12,1.5,0,0.5,0.009,53.107362,45.5740943,53.107362,26.31469787,25.7756461,27.06432945,1.026138771,1.019021458,1.056240856
1901,0.12,1.5,0,0.5,0.01,53.107362,45.12647712,53.107362,26.28814419,25.71582381,27.02918131,1.025103313,1.016656427,1.054869127
1902,0.12,1.5,0,0.5,0.011,53.107362,44.70317066,53.107362,26.26159051,25.65785251,26.99403317,1.024067855,1.014364574,1.053497399
1903,0.12,1.5,0,0.5,0.012,53.107362,44.30115128,53.107362,26.23503683,25.60152948,26.95888503,1.023032397,1.012137884,1.052125671
1904,0.12,1.5,0,0.5,0.013,53.107362,43.91798064,53.107362,26.20848315,25.54668997,26.92373689,1.021996939,1.009969843,1.050753943
1905,0.12,1.5,0,0.5,0.014,53.107362,43.55164909,53.107362,26.18192947,25.49319699,26.88858874,1.020961482,1.007855037,1.049382215
1906,0.12,1.5,0,0.5,0.015,53.107362,43.20048428,53.107362,26.15537579,25.44093566,26.8534406,1.019926024,1.005788923,1.048010487
1907,0.12,1.5,0,0.5,0.02,53.107362,41.62908125,53.107362,26.02260738,25.19509852,26.67769989,1.014748734,0.996069931,1.041151846
1908,0.12,1.5,0,0.5,0.025,53.107362,40.28916121,53.107362,25.88983898,24.96962955,26.50195918,1.009571445,0.987156179,1.034293205
1909,0.12,1.5,0,0.5,0.03,53.107362,39.11525345,53.107362,25.75707057,24.75971167,26.32621847,1.004394155,0.978857227,1.027434564
1910,0.12,1.5,0,0.5,0.035,53.107362,38.06756806,53.107362,25.62430217,24.56229766,26.15047776,0.999216866,0.971052608,1.020575923
1911,0.12,1.5,0,0.5,0.04,53.107362,37.11977589,53.107362,25.49153376,24.37529308,25.97473705,0.994039576,0.963659517,1.013717282
1912,0.12,1.5,0,0.5,0.045,53.107362,36.25340009,53.107362,25.35876536,24.19717432,25.79899634,0.988862287,0.956617722,1.006858641
1913,0.12,1.5,0,0.5,0.05,53.107362,35.45489216,53.107362,25.22599695,24.02678538,25.62325563,0.983684997,0.949881518,1
1914,0.12,1.5,0,0.5,0.06,53.107362,34.02265215,53.107362,24.96046014,23.70575249,25.27177421,0.973330418,0.937189716,0.986282718
1915,0.12,1.5,0,0.5,0.07,53.107362,32.76447105,53.107362,24.69492333,23.40681687,24.92029279,0.96297584,0.925371513,0.972565436
1916,0.12,1.5,0,0.5,0.08,53.107362,31.64212704,53.107362,24.42938652,23.12626171,24.56881137,0.952621261,0.914279969,0.958848154
1917,0.12,1.5,0,0.5,0.09,53.107362,30.62911975,53.107362,24.16384971,22.86137024,24.21732995,0.942266682,0.903807677,0.945130873
1918,0.12,1.5,0,0.5,0.1,53.107362,29.70623207,53.107362,23.8983129,22.61007398,23.86584853,0.931912103,0.893872862,0.931413591
1919,0.12,1.5,0,0.5,0.11,53.107362,28.85903549,53.107362,23.63277609,22.37074802,23.51436711,0.921557524,0.884411284,0.917696309
1920,0.12,1.5,0,0.5,0.12,53.107362,28.07639027,53.107362,23.36723928,22.14208372,23.16288569,0.911202945,0.875371207,0.903979027
1921,0.12,1.5,0.25,0.125,0,99.32467604,99.32467604,86.2142601,27.81090916,27.81090916,27.38066273,1.084483367,1.099484105,1.068586409
1922,0.12,1.5,0.25,0.125,0.001,99.1770587,99.08441162,86.2142601,27.79850281,27.79849917,27.3718757,1.083999583,1.098993485,1.068243477
1923,0.12,1.5,0.25,0.125,0.002,99.02981567,98.84616852,86.2142601,27.78611488,27.78610054,27.36308866,1.083516517,1.098503314,1.067900545
1924,0.12,1.5,0.25,0.125,0.003,98.8829385,98.60990095,86.2142601,27.77374534,27.77371353,27.35430163,1.083034168,1.098013603,1.067557613
1925,0.12,1.5,0.25,0.125,0.004,98.73643492,98.37558413,86.2142601,27.76139413,27.7613384,27.34551459,1.082552534,1.097524361,1.067214681
1926,0.12,1.5,0.25,0.125,0.005,98.59029864,98.14317513,86.2142601,27.74906122,27.74897539,27.33672756,1.082071613,1.097035598,1.066871749
1927,0.12,1.5,0.25,0.125,0.006,98.4445343,97.91264439,86.2142601,27.73674654,27.73662472,27.32794052,1.081591404,1.096547324,1.066528817
1928,0.12,1.5,0.25,0.125,0.007,98.29912566,97.68395245,86.2142601,27.72445007,27.72428661,27.31915348,1.081111904,1.096059546,1.066185885
1929,0.12,1.5,0.25,0.125,0.008,98.15409136,97.45708442,86.2142601,27.71217175,27.71196129,27.31036645,1.080633112,1.095572273,1.065842953
1930,0.12,1.5,0.25,0.125,0.009,98.00941491,97.231987,86.2142601,27.69991153,27.69964892,27.30157941,1.080155026,1.095085512,1.065500021
1931,0.12,1.5,0.25,0.125,0.01,97.86510277,97.0086441,86.2142601,27.68766938,27.68734971,27.29279238,1.079677645,1.094599272,1.065157089
1932,0.12,1.5,0.25,0.125,0.011,97.7211535,96.78702354,86.2142601,27.67544524,27.67506384,27.28400534,1.079200966,1.094113559,1.064814157
1933,0.12,1.5,0.25,0.125,0.012,97.57756239,96.56709673,86.2142601,27.66323907,27.66279147,27.27521831,1.078724988,1.09362838,1.064471225
1934,0.12,1.5,0.25,0.125,0.013,97.43432903,96.34883308,86.2142601,27.65105083,27.65053276,27.26643127,1.078249709,1.093143741,1.064128293
1935,0.12,1.5,0.25,0.125,0.014,97.29145142,96.13220781,86.2142601,27.63888048,27.63828788,27.25764424,1.077775127,1.092659648,1.063785361
1936,0.12,1.5,0.25,0.125,0.015,97.14893365,95.91719627,86.2142601,27.62672796,27.62605697,27.2488572,1.077301241,1.092176108,1.063442429
1937,0.12,1.5,0.25,0.125,0.02,96.4416275,94.8654294,86.2142601,27.56623136,27.56511653,27.20492202,1.074942183,1.089766872,1.061727768
1938,0.12,1.5,0.25,0.125,0.025,95.74302864,93.85036659,86.2142601,27.50617411,27.50454348,27.16098685,1.072600257,1.08737216,1.060013108
1939,0.12,1.5,0.25,0.125,0.03,95.05298829,92.86936855,86.2142601,27.4465508,27.44434935,27.11705167,1.070275252,1.084992429,1.058298448
1940,0.12,1.5,0.25,0.125,0.035,94.37136507,91.92008185,86.2142601,27.38735612,27.38454289,27.07311649,1.067966962,1.082628024,1.056583788
1941,0.12,1.5,0.25,0.125,0.04,93.69800186,91.00042677,86.2142601,27.32858487,27.32513055,27.02918131,1.065675184,1.080279201,1.054869127
1942,0.12,1.5,0.25,0.125,0.045,93.03277398,90.10851192,86.2142601,27.27023192,27.26611689,26.98524614,1.063399717,1.077946138,1.053154467
1943,0.12,1.5,0.25,0.125,0.05,92.3755331,89.24263954,86.2142601,27.21229224,27.20750491,26.94131096,1.061140365,1.075628956,1.051439807
1944,0.12,1.5,0.25,0.125,0.06,91.08447826,87.58303475,86.2142601,27.09763295,27.09149201,26.8534406,1.056669239,1.07104247,1.048010487
1945,0.12,1.5,0.25,0.125,0.07,89.82380676,86.0109024,86.2142601,26.98456838,26.97709426,26.76557025,1.052260298,1.066519838,1.044581166
1946,0.12,1.5,0.25,0.125,0.08,88.59250641,84.51728821,86.2142601,26.87306119,26.86430235,26.67769989,1.047912088,1.062060692,1.041151846
1947,0.12,1.5,0.25,0.125,0.09,87.38963414,83.09461594,86.2142601,26.76307526,26.7530989,26.58982954,1.043623198,1.057664345,1.037722525
1948,0.12,1.5,0.25,0.125,0.1,86.2142601,81.73641229,86.2142601,26.65457565,26.64346105,26.50195918,1.039392268,1.053329892,1.034293205
1949,0.12,1.5,0.25,0.125,0.11,85.06551176,80.43709375,86.2142601,26.54752852,26.53536222,26.41408883,1.035217977,1.049056283,1.030863884
1950,0.12,1.5,0.25,0.125,0.12,83.94254303,79.19180346,86.2142601,26.44190113,26.42877341,26.32621847,1.031099048,1.044842371,1.027434564
1951,0.12,1.5,0.25,0.2,0,99.32467604,99.32467604,79.69276285,27.81090916,27.81090916,27.38066273,1.084483367,1.099484105,1.068586409
1952,0.12,1.5,0.25,0.2,0.001,99.08866691,98.71501547,79.69276285,27.79106785,27.79100844,27.36660348,1.083709657,1.098697345,1.068037718
1953,0.12,1.5,0.25,0.2,0.002,98.85361004,98.12453842,79.69276285,27.77127363,27.77104609,27.35254422,1.082937784,1.097908148,1.067489027
