scenario,r,eta,insu,v,proba,Keq,Kopt,K1,Weq,Wopt,W1,Weq_rel,Wopt_rel,W1_rel
1160,0.08,1.5,0,0.25,0.035,130.7400532,89.99865913,120.1995356,31.54103783,30.58449942,29.57742161,1.071043479,1.075589391,1.040172686
1161,0.08,1.5,0,0.25,0.04,130.7400532,87.72657967,120.1995356,31.37761277,30.38173713,29.48955125,1.06549403,1.068458689,1.037082479
1162,0.08,1.5,0,0.25,0.045,130.7400532,85.66092479,120.1995356,31.2141877,30.1879235,29.4016809,1.059944582,1.061642691,1.033992272
1163,0.08,1.5,0,0.25,0.05,130.7400532,83.76557922,120.1995356,31.05076263,30.0019206,29.31381054,1.054395134,1.055101379,1.030902066
1164,0.08,1.5,0,0.25,0.06,130.7400532,80.38385725,120.1995356,30.7239125,29.64995059,29.13806983,1.043296238,1.04272337,1.024721653
1165,0.08,1.5,0,0.25,0.07,130.7400532,77.42932129,120.1995356,30.39706237,29.32051367,28.96232912,1.032197342,1.0311378,1.01854124
1166,0.08,1.5,0,0.25,0.08,128.8763499,74.80448915,120.1995356,30.07114788,29.00992373,28.78658841,1.021130218,1.020215037,1.012360826
1167,0.08,1.5,0,0.25,0.09,124.4094639,72.44273722,120.1995356,29.75459642,28.71547717,28.6108477,1.010381035,1.009860001,1.006180413
1168,0.08,1.5,0,0.25,0.1,120.1995356,70.29628396,120.1995356,29.4488865,28.43510699,28.43510699,1,1,1
1169,0.08,1.5,0,0.25,0.11,116.2261849,68.32960606,120.1995356,29.15340165,28.16718414,28.25936628,0.989966179,0.990577744,0.993819587
1170,0.08,1.5,0,0.25,0.12,112.4710693,66.51549911,120.1995356,28.86757376,27.91039218,28.08362557,0.980260281,0.981546937,0.987639174
1171,0.08,1.5,0,0.5,0,177.2621843,177.2621843,58.41594917,33.08894108,33.08894108,30.19251409,1.123605848,1.163665081,1.061804132
1172,0.08,1.5,0,0.5,0.001,58.41594917,56.57272446,58.41594917,29.17876661,29.00281844,30.15736595,0.990827501,1.01996516,1.060568049
1173,0.08,1.5,0,0.5,0.002,58.41594917,55.54602435,58.41594917,29.14955864,28.87382164,30.12221781,0.989835682,1.015428627,1.059331966
1174,0.08,1.5,0,0.5,0.003,58.41594917,54.71406984,58.41594917,29.12035066,28.76310411,30.08706967,0.988843862,1.011534935,1.058095884
1175,0.08,1.5,0,0.5,0.004,58.41594917,53.99263382,58.41594917,29.09114269,28.66287732,30.05192152,0.987852043,1.00801018,1.056859801
1176,0.08,1.5,0,0.5,0.005,58.41594917,53.34627843,58.41594917,29.06193471,28.56986513,30.01677338,0.986860224,1.004739147,1.055623719
1177,0.08,1.5,0,0.5,0.006,58.41594917,52.75575519,58.41594917,29.03272674,28.48228578,29.98162524,0.985868404,1.001659174,1.054387636
1178,0.08,1.5,0,0.5,0.007,58.41594917,52.20910937,58.41594917,29.00351877,28.39903017,29.9464771,0.984876585,0.998731258,1.053151553
1179,0.08,1.5,0,0.5,0.008,58.41594917,51.69826031,58.41594917,28.97431079,28.31934645,29.91132896,0.983884766,0.995928957,1.051915471
1180,0.08,1.5,0,0.5,0.009,58.41594917,51.21741533,58.41594917,28.94510282,28.24269379,29.87618081,0.982892946,0.993233252,1.050679388
1181,0.08,1.5,0,0.5,0.01,58.41594917,50.76224518,58.41594917,28.91589484,28.1686665,29.84103267,0.981901127,0.990629876,1.049443305
1182,0.08,1.5,0,0.5,0.011,58.41594917,50.32939732,58.41594917,28.88668687,28.09694909,29.80588453,0.980909308,0.988107732,1.048207223
1183,0.08,1.5,0,0.5,0.012,58.41594917,49.91621405,58.41594917,28.85747889,28.02729039,29.77073639,0.979917488,0.985657989,1.04697114
1184,0.08,1.5,0,0.5,0.013,58.41594917,49.52054167,58.41594917,28.82827092,27.95948596,29.73558825,0.978925669,0.983273457,1.045735057
1185,0.08,1.5,0,0.5,0.014,58.41594917,49.14059854,58.41594917,28.79906294,27.89336586,29.7004401,0.97793385,0.980948159,1.044498975
1186,0.08,1.5,0,0.5,0.015,58.41594917,48.77489471,58.41594917,28.76985497,27.82878727,29.66529196,0.97694203,0.978677073,1.043262892
1187,0.08,1.5,0,0.5,0.02,58.41594917,47.12138927,58.41594917,28.6238151,27.52528667,29.48955125,0.971982934,0.968003626,1.037082479
1188,0.08,1.5,0,0.5,0.025,58.41594917,45.69088936,58.41594917,28.47777522,27.24737119,29.31381054,0.967023837,0.958229951,1.030902066
1189,0.08,1.5,0,0.5,0.03,58.41594917,44.42336464,58.41594917,28.33173535,26.98903773,29.13806983,0.962064741,0.949144933,1.024721653
1190,0.08,1.5,0,0.5,0.035,58.41594917,43.28172541,58.41594917,28.18569548,26.74647814,28.96232912,0.957105644,0.940614647,1.01854124
1191,0.08,1.5,0,0.5,0.04,58.41594917,42.24106884,58.41594917,28.0396556,26.51706857,28.78658841,0.952146547,0.932546819,1.012360826
1192,0.08,1.5,0,0.5,0.045,58.41594917,41.28368759,58.41594917,27.89361573,26.29889587,28.6108477,0.947187451,0.924874166,1.006180413
1193,0.08,1.5,0,0.5,0.05,58.41594917,40.39643848,58.41594917,27.74757586,26.09050498,28.43510699,0.942228354,0.917545518,1
1194,0.08,1.5,0,0.5,0.06,58.41594917,38.79420233,58.41594917,27.45549611,25.69872556,28.08362557,0.932310161,0.9037675,0.987639174
1195,0.08,1.5,0,0.5,0.07,58.41594917,37.37619188,58.41594917,27.16341637,25.33493541,27.73214415,0.922391968,0.890973803,0.975278347
1196,0.08,1.5,0,0.5,0.08,58.41594917,36.10380459,58.41594917,26.87133662,24.9944254,27.38066273,0.912473775,0.878998817,0.962917521
1197,0.08,1.5,0,0.5,0.09,58.41594917,34.9498868,58.41594917,26.57925688,24.67374636,27.02918131,0.902555581,0.867721242,0.950556695
1198,0.08,1.5,0,0.5,0.1,58.41594917,33.89450169,58.41594917,26.28717713,24.37026813,26.67769989,0.892637388,0.857048582,0.938195868
1199,0.08,1.5,0,0.5,0.11,58.41594917,32.92251301,58.41594917,25.99509738,24.08192155,26.32621847,0.882719195,0.846908069,0.925835042
1200,0.08,1.5,0,0.5,0.12,58.41594917,32.02212524,58.41594917,25.70301764,23.80703914,25.97473705,0.872801002,0.837241061,0.913474216
1201,0.08,1.5,0.25,0.125,0,177.2621843,177.2621843,144.0595927,33.08894108,33.08894108,30.19251409,1.123605848,1.163665081,1.061804132
1202,0.08,1.5,0.25,0.125,0.001,176.8672638,176.3304386,144.0595927,33.06680801,33.06676224,30.18372706,1.122854272,1.1628851,1.061495111
1203,0.08,1.5,0.25,0.125,0.002,176.4738216,175.4220695,144.0595927,33.04472421,33.04454755,30.17494002,1.122104369,1.162103858,1.06118609
1204,0.08,1.5,0.25,0.125,0.003,176.0818805,174.535717,144.0595927,33.02268949,33.02230565,30.16615298,1.121356133,1.16132166,1.06087707
1205,0.08,1.5,0.25,0.125,0.004,175.6914064,173.670166,144.0595927,33.00070367,33.0000442,30.15736595,1.120609558,1.160538774,1.060568049
1206,0.08,1.5,0.25,0.125,0.005,175.302412,172.8242912,144.0595927,32.97876658,32.97777004,30.14857891,1.119864637,1.159755441,1.060259028
1207,0.08,1.5,0.25,0.125,0.006,174.9148788,171.9970627,144.0595927,32.95687801,32.95548924,30.13979188,1.119121364,1.158971874,1.059950008
1208,0.08,1.5,0.25,0.125,0.007,174.5287948,171.1875448,144.0595927,32.9350378,32.93320725,30.13100484,1.118379732,1.158188266,1.059640987
1209,0.08,1.5,0.25,0.125,0.008,174.1441574,170.3948669,144.0595927,32.91324575,32.91092897,30.12221781,1.117639737,1.157404787,1.059331966
1210,0.08,1.5,0.25,0.125,0.009,173.7609634,169.6182337,144.0595927,32.8915017,32.88865877,30.11343077,1.116901371,1.156621594,1.059022946
1211,0.08,1.5,0.25,0.125,0.01,173.3791943,168.8568993,144.0595927,32.86980545,32.8664006,30.10464374,1.116164628,1.155838823,1.058713925
1212,0.08,1.5,0.25,0.125,0.011,172.998848,168.1101876,144.0595927,32.84815684,32.84415805,30.0958567,1.115429503,1.155056602,1.058404905
1213,0.08,1.5,0.25,0.125,0.012,172.6199189,167.377449,144.0595927,32.82655568,32.8219343,30.08706967,1.11469599,1.154275041,1.058095884
1214,0.08,1.5,0.25,0.125,0.013,172.2424124,166.6581154,144.0595927,32.8050018,32.7997323,30.07828263,1.113964082,1.153494246,1.057786863
1215,0.08,1.5,0.25,0.125,0.014,171.8662872,165.9516068,144.0595927,32.78349502,32.77755464,30.06949559,1.113233773,1.152714307,1.057477843
1216,0.08,1.5,0.25,0.125,0.015,171.4915657,165.2574234,144.0595927,32.76203517,32.75540374,30.06070856,1.112505058,1.151935308,1.057168822
1217,0.08,1.5,0.25,0.125,0.02,169.6386147,161.9553661,144.0595927,32.65543377,32.64511954,30.01677338,1.108885179,1.148056856,1.055623719
1218,0.08,1.5,0.25,0.125,0.025,167.8194418,158.8999043,144.0595927,32.54997986,32.53575646,29.9728382,1.105304266,1.144210798,1.054078615
1219,0.08,1.5,0.25,0.125,0.03,166.0331917,156.0529575,144.0595927,32.4456526,32.42744331,29.92890303,1.10176161,1.140401663,1.052533512
1220,0.08,1.5,0.25,0.125,0.035,164.2790145,153.3851466,144.0595927,32.34243169,32.32025868,29.88496785,1.098256523,1.136632216,1.050988409
1221,0.08,1.5,0.25,0.125,0.04,162.556118,150.8732815,144.0595927,32.24029732,32.21424856,29.84103267,1.094788332,1.132904074,1.049443305
1222,0.08,1.5,0.25,0.125,0.045,160.8637142,148.4986644,144.0595927,32.13923018,32.10943711,29.79709749,1.091356381,1.129218087,1.047898202
1223,0.08,1.5,0.25,0.125,0.05,159.2010536,146.2459416,144.0595927,32.03921147,32.00583352,29.75316232,1.087960031,1.125574577,1.046353099
1224,0.08,1.5,0.25,0.125,0.06,155.962024,142.057236,144.0595927,31.84224634,31.80223946,29.66529196,1.081271659,1.118414623,1.043262892
1225,0.08,1.5,0.25,0.125,0.07,152.8334513,138.2270279,144.0595927,31.6492604,31.60338735,29.57742161,1.074718408,1.111421433,1.040172686
1226,0.08,1.5,0.25,0.125,0.08,149.8100891,134.6963386,144.0595927,31.46011888,31.40914075,29.48955125,1.068295702,1.104590208,1.037082479
1227,0.08,1.5,0.25,0.125,0.09,146.8870086,131.4203167,144.0595927,31.27469339,31.21933746,29.4016809,1.061999183,1.097915245,1.033992272
1228,0.08,1.5,0.25,0.125,0.1,144.0595927,128.3639679,144.0595927,31.0928615,31.03380618,29.31381054,1.055824691,1.091390519,1.030902066
1229,0.08,1.5,0.25,0.125,0.11,141.3234601,125.4993811,144.0595927,30.91450638,30.85237514,29.22594019,1.049768262,1.08500999,1.027811859
1230,0.08,1.5,0.25,0.125,0.12,138.6745072,122.8038712,144.0595927,30.73951653,30.67487659,29.13806983,1.043826106,1.078767757,1.024721653
1231,0.08,1.5,0.25,0.2,0,177.2621843,177.2621843,128.8763466,33.08894108,33.08894108,30.19251409,1.123605848,1.163665081,1.061804132
1232,0.08,1.5,0.25,0.2,0.001,176.6310236,172.5695419,128.8763466,33.05355183,33.05089567,30.17845483,1.12240413,1.162327108,1.061309699
1233,0.08,1.5,0.25,0.2,0.002,176.0036621,168.9905095,128.8763466,33.01828842,33.01024219,30.16439558,1.121206686,1.160897414,1.060815266
1234,0.08,1.5,0.25,0.2,0.003,175.3800926,166.0244751,128.8763466,32.98315011,32.96862969,30.15033632,1.120013489,1.159433995,1.060320833
1235,0.08,1.5,0.25,0.2,0.004,174.7602711,163.4586411,128.8763466,32.94813613,32.926675,30.13627706,1.118824514,1.157958541,1.0598264
1236,0.08,1.5,0.25,0.2,0.005,174.1441574,161.1794662,128.8763466,32.91324575,32.88466666,30.12221781,1.117639737,1.1564812,1.059331966
1237,0.08,1.5,0.25,0.2,0.006,173.5317268,159.1180573,128.8763466,32.87847822,32.84275636,30.10815855,1.116459131,1.155007307,1.058837533
1238,0.08,1.5,0.25,0.2,0.007,172.9229507,157.2289886,128.8763466,32.84383282,32.80102942,30.09409929,1.115282672,1.153539863,1.0583431
1239,0.08,1.5,0.25,0.2,0.008,172.3177948,155.4804926,128.8763466,32.8093088,32.75953564,30.08004004,1.114110335,1.152080618,1.057848667
1240,0.08,1.5,0.25,0.2,0.009,171.716238,153.84935,128.8763466,32.77490546,32.71830441,30.06598078,1.112942096,1.150630607,1.057354234
1241,0.08,1.5,0.25,0.2,0.01,171.1182327,152.3179941,128.8763466,32.74062207,32.67735275,30.05192152,1.11177793,1.149190427,1.056859801
1242,0.08,1.5,0.25,0.2,0.011,170.5237619,150.872776,128.8763466,32.70645793,32.63669003,30.03786227,1.110617813,1.147760409,1.056365368
1243,0.08,1.5,0.25,0.2,0.012,169.9327965,149.5028152,128.8763466,32.67241233,32.5963204,30.02380301,1.109461722,1.146340698,1.055870935
1244,0.08,1.5,0.25,0.2,0.013,169.3453016,148.1993332,128.8763466,32.63848458,32.55624506,30.00974375,1.108309633,1.144931337,1.055376502
1245,0.08,1.5,0.25,0.2,0.014,168.7612553,146.9550743,128.8763466,32.60467398,32.51646276,29.9956845,1.107161522,1.143532281,1.054882069
1246,0.08,1.5,0.25,0.2,0.015,168.1806211,145.7639961,128.8763466,32.57097985,32.47697095,29.98162524,1.106017365,1.142143441,1.054387636
1247,0.08,1.5,0.25,0.2,0.02,165.3277225,140.4511185,128.8763466,32.4042326,32.28372748,29.91132896,1.100355105,1.135347495,1.051915471
1248,0.08,1.5,0.25,0.2,0.025,162.556118,135.9370403,128.8763466,32.24029732,32.09706979,29.84103267,1.094788332,1.128783155,1.049443305
1249,0.08,1.5,0.25,0.2,0.03,159.8625946,131.989151,128.8763466,32.07909433,31.91639996,29.77073639,1.089314339,1.122429396,1.04697114
1250,0.08,1.5,0.25,0.2,0.035,157.2440701,128.4678345,128.8763466,31.92054712,31.74118432,29.7004401,1.083930529,1.116267448,1.044498975
1251,0.08,1.5,0.25,0.2,0.04,154.6976407,125.2817802,128.8763466,31.76458216,31.57096367,29.63014382,1.078634405,1.110281163,1.04202681
1252,0.08,1.5,0.25,0.2,0.045,152.2205277,122.3675327,128.8763466,31.61112874,31.40534448,29.55984754,1.073423565,1.104456702,1.039554644
1253,0.08,1.5,0.25,0.2,0.05,149.8100891,119.6789517,128.8763466,31.46011888,31.24398771,29.48955125,1.068295702,1.09878214,1.037082479
1254,0.08,1.5,0.25,0.2,0.06,145.1793671,114.8477402,128.8763466,31.16517062,30.93292234,29.34895868,1.058280103,1.087842657,1.032138149
1255,0.08,1.5,0.25,0.2,0.07,140.7868196,110.5916224,128.8763466,30.87924267,30.63581899,29.20836612,1.048570807,1.077394187,1.027193818
1256,0.08,1.5,0.25,0.2,0.08,136.6155205,106.7835693,128.8763466,30.60187588,30.35114225,29.06777355,1.039152223,1.067382734,1.022249487
1257,0.08,1.5,0.25,0.2,0.09,132.6500425,103.3361015,128.8763466,30.33264341,30.0776506,28.92718098,1.030009858,1.057764636,1.017305157
1258,0.08,1.5,0.25,0.2,0.1,128.8763466,100.1860731,128.8763466,30.07114788,29.8143184,28.78658841,1.021130218,1.048503823,1.012360826
1259,0.08,1.5,0.25,0.2,0.11,125.2815933,97.28621721,128.8763466,29.81701875,29.56028325,28.64599584,1.012500719,1.039569968,1.007416496
1260,0.08,1.5,0.25,0.2,0.12,121.8540269,94.60012817,128.8763466,29.56991007,29.31480962,28.50540328,1.004109615,1.030937201,1.002472165
1261,0.08,1.5,0.25,0.25,0,177.2621843,177.2621843,120.1995375,33.08894108,33.08894108,30.19251409,1.123605848,1.163665081,1.061804132
1262,0.08,1.5,0.25,0.25,0.001,176.4149411,159.3060226,120.1995375,33.04472365,32.99504552,30.17494002,1.122104351,1.160362981,1.06118609
1263,0.08,1.5,0.25,0.25,0.002,175.6914082,153.9603825,120.1995375,33.00070367,32.91917651,30.15736595,1.120609558,1.157694836,1.060568049
1264,0.08,1.5,0.25,0.25,0.003,174.9148788,150.1436005,120.1995375,32.95687801,32.84892383,30.13979188,1.119121364,1.155224204,1.059950008
1265,0.08,1.5,0.25,0.25,0.004,174.1441574,147.0783834,120.1995375,32.91324575,32.78223887,30.12221781,1.117639737,1.152879041,1.059331966
1266,0.08,1.5,0.25,0.25,0.005,173.3791943,144.4771023,120.1995375,32.86980545,32.71818979,30.10464374,1.116164628,1.150626576,1.058713925
1267,0.08,1.5,0.25,0.25,0.006,172.6199188,142.1967469,120.1995375,32.82655568,32.65624008,30.08706967,1.11469599,1.148447941,1.058095884
1268,0.08,1.5,0.25,0.25,0.007,171.8662872,140.154377,120.1995375,32.78349502,32.59604008,30.06949559,1.113233773,1.14633084,1.057477843
1269,0.08,1.5,0.25,0.25,0.008,171.1182327,138.2970009,120.1995375,32.74062207,32.53734332,30.05192152,1.11177793,1.144266604,1.056859801
1270,0.08,1.5,0.25,0.25,0.009,170.3757,136.588419,120.1995375,32.69793544,32.47996646,30.03434745,1.110328414,1.142248787,1.05624176
1271,0.08,1.5,0.25,0.25,0.01,169.6386147,135.0026665,120.1995375,32.65543377,32.42376779,30.01677338,1.108885179,1.140272403,1.055623719
1272,0.08,1.5,0.25,0.25,0.011,168.9069443,133.5203972,120.1995375,32.61311568,32.36863432,29.99919931,1.107448178,1.138333481,1.055005677
1273,0.08,1.5,0.25,0.25,0.012,168.1806173,132.1267453,120.1995375,32.57097985,32.31447362,29.98162524,1.106017365,1.136428769,1.054387636
1274,0.08,1.5,0.25,0.25,0.013,167.4595871,130.8100166,120.1995375,32.52902493,32.26120875,29.96405117,1.104592696,1.134555561,1.053769595
1275,0.08,1.5,0.25,0.25,0.014,166.7437934,129.5608249,120.1995375,32.48724962,32.20877463,29.9464771,1.103174126,1.132711568,1.053151553
1276,0.08,1.5,0.25,0.25,0.015,166.0331917,128.3715028,120.1995375,32.4456526,32.15711543,29.92890303,1.10176161,1.130894828,1.052533512
1277,0.08,1.5,0.25,0.25,0.02,162.556119,123.1321707,120.1995375,32.24029732,31.90893619,29.84103267,1.094788332,1.122166912,1.049443305
1278,0.08,1.5,0.25,0.25,0.025,159.2010481,118.749115,120.1995375,32.03921147,31.67478477,29.75316232,1.087960031,1.113932322,1.046353099
1279,0.08,1.5,0.25,0.25,0.03,155.9620233,114.9566193,120.1995375,31.84224634,31.452009,29.66529196,1.081271659,1.10609779,1.043262892
1280,0.08,1.5,0.25,0.25,0.035,152.8334498,111.60083,120.1995375,31.6492604,31.23883102,29.57742161,1.074718408,1.09860079,1.040172686
1281,0.08,1.5,0.25,0.25,0.04,149.8100891,108.5835991,120.1995375,31.46011888,31.03396886,29.48955125,1.068295702,1.09139624,1.037082479
1282,0.08,1.5,0.25,0.25,0.045,146.8870173,105.8379827,120.1995375,31.27469339,30.83645075,29.4016809,1.061999183,1.084449964,1.033992272
1283,0.08,1.5,0.25,0.25,0.05,144.0595912,103.3159904,120.1995375,31.0928615,30.64551191,29.31381054,1.055824691,1.077735066,1.030902066
1284,0.08,1.5,0.25,0.25,0.06,138.6745071,98.80833435,120.1995375,30.73951653,30.28100445,29.13806983,1.043826106,1.064916143,1.024721653
1285,0.08,1.5,0.25,0.25,0.07,133.6229057,94.86085033,120.1995375,30.39921115,29.93663128,28.96232912,1.032270308,1.052805297,1.01854124
1286,0.08,1.5,0.25,0.25,0.08,128.8763465,91.34622312,120.1995375,30.07114788,29.60962057,28.78658841,1.021130218,1.041305052,1.012360826
1287,0.08,1.5,0.25,0.25,0.09,124.4094639,88.17769243,120.1995375,29.75459642,29.29785912,28.6108477,1.010381035,1.03034109,1.006180413
1288,0.08,1.5,0.25,0.25,0.1,120.1995375,85.29314613,120.1995375,29.4488865,28.999678,28.43510699,1,1.019854717,1
1289,0.08,1.5,0.25,0.25,0.11,116.2261846,82.64639997,120.1995375,29.15340165,28.71372313,28.25936628,0.989966179,1.009798315,0.993819587
1290,0.08,1.5,0.25,0.25,0.12,112.4710693,80.20206356,120.1995375,28.86757376,28.43887224,28.08362557,0.980260281,1.000132415,0.987639174
1291,0.08,1.5,0.25,0.5,0,177.2621843,177.2621843,79.48990504,33.08894108,33.08894108,30.19251409,1.123605848,1.163665081,1.061804132
1292,0.08,1.5,0.25,0.5,0.001,82.59545583,79.65396166,79.48990504,30.94232264,30.77237904,30.15736595,1.050712822,1.082196703,1.060568049
1293,0.08,1.5,0.25,0.5,0.002,82.56305975,78.0106082,79.48990504,30.89922511,30.63383418,30.12221781,1.049249353,1.077324386,1.059331966
1294,0.08,1.5,0.25,0.5,0.003,82.53068525,76.68561959,79.48990504,30.85615995,30.51339585,30.08706967,1.047786983,1.073088835,1.058095884
1295,0.08,1.5,0.25,0.5,0.004,82.49833232,75.54098898,79.48990504,30.81312713,30.40342377,30.05192152,1.046325712,1.06922136,1.056859801
1296,0.08,1.5,0.25,0.5,0.005,82.46600096,74.51858038,79.48990504,30.77012661,30.30069293,30.01677338,1.044865537,1.065608543,1.055623719
1297,0.08,1.5,0.25,0.5,0.006,82.43369113,73.58681822,79.48990504,30.72715837,30.20344442,29.98162524,1.043406459,1.062188527,1.054387636
1298,0.08,1.5,0.25,0.5,0.007,82.4014028,72.72610068,79.48990504,30.68422237,30.11058044,29.9464771,1.041948475,1.058922706,1.053151553
1299,0.08,1.5,0.25,0.5,0.008,82.36913598,71.92319393,79.48990504,30.64131859,30.02135519,29.91132896,1.040491585,1.055784851,1.051915471
1300,0.08,1.5,0.25,0.5,0.009,82.33689064,71.16862583,79.48990504,30.59844698,29.93523125,29.87618081,1.039035788,1.052756062,1.050679388
1301,0.08,1.5,0.25,0.5,0.01,82.30466673,70.45531851,79.48990504,30.55560753,29.85180412,29.84103267,1.037581082,1.049822113,1.049443305
1302,0.08,1.5,0.25,0.5,0.011,82.27246428,69.77780819,79.48990504,30.51280019,29.77075917,29.80588453,1.036127468,1.046971941,1.048207223
1303,0.08,1.5,0.25,0.5,0.012,82.24028322,69.13176674,79.48990504,30.47002494,29.69184528,29.77073639,1.034674942,1.044196714,1.04697114
1304,0.08,1.5,0.25,0.5,0.013,82.20812356,68.51368903,79.48990504,30.42728174,29.61485744,29.73558825,1.033223505,1.041489221,1.045735057
1305,0.08,1.5,0.25,0.5,0.014,82.17598528,67.92068672,79.48990504,30.38457056,29.53962535,29.7004401,1.031773156,1.038843475,1.044498975
1306,0.08,1.5,0.25,0.5,0.015,82.14386836,67.35034847,79.48990504,30.34189137,29.46600572,29.66529196,1.030323893,1.036254435,1.043262892
1307,0.08,1.5,0.25,0.5,0.02,81.9836033,64.77622032,79.48990504,30.12897421,29.1183296,29.48955125,1.023093835,1.024027432,1.037082479
1308,0.08,1.5,0.25,0.5,0.025,81.82386906,62.5542115,79.48990504,29.91685213,28.79787429,29.31381054,1.015890775,1.012757726,1.030902066
1309,0.08,1.5,0.25,0.5,0.03,81.6646632,60.58825707,79.48990504,29.70552124,28.49852922,29.13806983,1.008714582,1.00223042,1.024721653
1310,0.08,1.5,0.25,0.5,0.035,81.50598322,58.8193779,79.48990504,29.49497768,28.21638876,28.96232912,1.001565125,0.992308162,1.01854124
1311,0.08,1.5,0.25,0.5,0.04,81.34782669,57.20819092,79.48990504,29.28521761,27.94874272,28.78658841,0.994442273,0.982895641,1.012360826
1312,0.08,1.5,0.25,0.5,0.045,81.19019116,55.72681522,79.48990504,29.07623721,27.69360072,28.6108477,0.987345896,0.97392286,1.006180413
1313,0.08,1.5,0.25,0.5,0.05,81.03307423,54.35464859,79.48990504,28.86803269,27.44943959,28.43510699,0.980275865,0.965336252,1
1314,0.08,1.5,0.25,0.5,0.06,80.72038651,51.87832075,79.48990504,28.45393624,26.98947117,28.08362557,0.966214334,0.949160176,0.987639174
1315,0.08,1.5,0.25,0.5,0.07,80.40974446,49.68855283,79.48990504,28.04289838,26.56160816,27.73214415,0.952256663,0.934113178,0.975278347
1316,0.08,1.5,0.25,0.5,0.08,80.10112925,47.72539997,79.48990504,27.63488959,26.16077517,27.38066273,0.938401851,0.920016766,0.962917521
1317,0.08,1.5,0.25,0.5,0.09,79.79452224,45.94678688,79.48990504,27.22988072,25.78320861,27.02918131,0.924648907,0.906738583,0.950556695
1318,0.08,1.5,0.25,0.5,0.1,79.48990504,44.32185721,79.48990504,26.82784296,25.42600485,26.67769989,0.910996854,0.894176514,0.938195868
1319,0.08,1.5,0.25,0.5,0.11,79.1872595,42.82719806,79.48990504,26.42874786,25.08685473,26.32621847,0.897444726,0.882249352,0.925835042
1320,0.08,1.5,0.25,0.5,0.12,78.88656759,41.44455516,79.48990504,26.03256731,24.76387742,25.97473705,0.883991567,0.870890953,0.913474216
1321,0.08,1.5,0.5,0.125,0,177.2621843,177.2621843,144.0595912,33.08894108,33.08894108,30.19251409,1.123605848,1.163665081,1.061804132
1322,0.08,1.5,0.5,0.125,0.001,176.8672638,176.7022629,144.0595912,33.06680801,33.06680369,30.18372706,1.122854272,1.162886558,1.061495111
1323,0.08,1.5,0.5,0.125,0.002,176.4738302,176.1474609,144.0595912,33.04472421,33.04470724,30.17494002,1.122104369,1.162109474,1.06118609
1324,0.08,1.5,0.5,0.125,0.003,176.081879,175.5976601,144.0595912,33.02268949,33.02265197,30.16615298,1.121356133,1.161333839,1.06087707
1325,0.08,1.5,0.5,0.125,0.004,175.6914082,175.0527763,144.0595912,33.00070367,33.00063813,30.15736595,1.120609558,1.160559661,1.060568049
1326,0.08,1.5,0.5,0.125,0.005,175.302412,174.5127144,144.0595912,32.97876658,32.97866593,30.14857891,1.119864637,1.159786947,1.060259028
1327,0.08,1.5,0.5,0.125,0.006,174.9148791,173.9773831,144.0595912,32.95687801,32.95673557,30.13979188,1.119121364,1.159015705,1.059950008
1328,0.08,1.5,0.5,0.125,0.007,174.5287914,173.446701,144.0595912,32.9350378,32.93484722,30.13100484,1.118379732,1.15824594,1.059640987
1329,0.08,1.5,0.5,0.125,0.008,174.1441574,172.9205704,144.0595912,32.91324575,32.91300104,30.12221781,1.117639737,1.157477658,1.059331966
1330,0.08,1.5,0.5,0.125,0.009,173.7609634,172.3989105,144.0595912,32.8915017,32.89119719,30.11343077,1.116901371,1.156710865,1.059022946
1331,0.08,1.5,0.5,0.125,0.01,173.3791924,171.8816528,144.0595912,32.86980545,32.86943581,30.10464374,1.116164628,1.155945565,1.058713925
1332,0.08,1.5,0.5,0.125,0.011,172.9988518,171.3687286,144.0595912,32.84815684,32.84771701,30.0958567,1.115429503,1.155181762,1.058404905
1333,0.08,1.5,0.5,0.125,0.012,172.6199207,170.8600314,144.0595912,32.82655568,32.82604089,30.08706967,1.11469599,1.154419461,1.058095884
1334,0.08,1.5,0.5,0.125,0.013,172.2424083,170.3555067,144.0595912,32.8050018,32.80440757,30.07828263,1.113964082,1.153658665,1.057786863
1335,0.08,1.5,0.5,0.125,0.014,171.8662872,169.855072,144.0595912,32.78349502,32.7828171,30.06949559,1.113233773,1.152899376,1.057477843
1336,0.08,1.5,0.5,0.125,0.015,171.4915695,169.3586769,144.0595912,32.76203517,32.76126959,30.06070856,1.112505058,1.152141597,1.057168822
1337,0.08,1.5,0.5,0.125,0.02,169.6386185,166.9348259,144.0595912,32.65543377,32.65417805,30.01677338,1.108885179,1.148375424,1.055623719
1338,0.08,1.5,0.5,0.125,0.025,167.8194447,164.6023293,144.0595912,32.54997986,32.54816583,29.9728382,1.105304266,1.144647208,1.054078615
1339,0.08,1.5,0.5,0.125,0.03,166.0331883,162.3543396,144.0595912,32.4456526,32.44323278,29.92890303,1.10176161,1.140956944,1.052533512
1340,0.08,1.5,0.5,0.125,0.035,164.2790185,160.1848373,144.0595912,32.34243169,32.33937516,29.88496785,1.098256523,1.137304501,1.050988409
1341,0.08,1.5,0.5,0.125,0.04,162.556119,158.0884547,144.0595912,32.24029732,32.23658639,29.84103267,1.094788332,1.133689646,1.049443305
